"Step","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step3000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step3000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step3000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step5000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step5000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step5000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step7000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step7000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step7000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step6000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step6000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step6000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step22000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step22000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step22000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step10000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step10000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step10000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step14000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step14000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step14000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step2000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step2000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step2000-hf - critic/score/mean__MAX","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step1000-hf - critic/score/mean","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step1000-hf - critic/score/mean__MIN","actor_rollout_ref.model.path: /n/netscratch/dam_lab/Everyone/rl_pretrain/OLMo2-1B-stage1-50B/step1000-hf - critic/score/mean__MAX"
"165","0.1124267578125","0.1124267578125","0.1124267578125","0.12744140625","0.12744140625","0.12744140625","0.252685546875","0.252685546875","0.252685546875","0.2442626953125","0.2442626953125","0.2442626953125","0.50494384765625","0.50494384765625","0.50494384765625","0.349853515625","0.349853515625","0.349853515625","0.41400146484375","0.41400146484375","0.41400146484375","0.02099609375","0.02099609375","0.02099609375","0.016845703125","0.016845703125","0.016845703125"
"166","0.1119384765625","0.1119384765625","0.1119384765625","0.143798828125","0.143798828125","0.143798828125","0.28857421875","0.28857421875","0.28857421875","0.265625","0.265625","0.265625","0.533447265625","0.533447265625","0.533447265625","0.37652587890625","0.37652587890625","0.37652587890625","0.449951171875","0.449951171875","0.449951171875","0.024169921875","0.024169921875","0.024169921875","0.01788330078125","0.01788330078125","0.01788330078125"
"167","0.1087646484375","0.1087646484375","0.1087646484375","0.13629150390625","0.13629150390625","0.13629150390625","0.27227783203125","0.27227783203125","0.27227783203125","0.26019287109375","0.26019287109375","0.26019287109375","0.5306396484375","0.5306396484375","0.5306396484375","0.3704833984375","0.3704833984375","0.3704833984375","0.4447021484375","0.4447021484375","0.4447021484375","0.02508544921875","0.02508544921875","0.02508544921875","0.0167236328125","0.0167236328125","0.0167236328125"
"168","0.1082763671875","0.1082763671875","0.1082763671875","0.13177490234375","0.13177490234375","0.13177490234375","0.25732421875","0.25732421875","0.25732421875","0.24267578125","0.24267578125","0.24267578125","0.52838134765625","0.52838134765625","0.52838134765625","0.37347412109375","0.37347412109375","0.37347412109375","0.4365234375","0.4365234375","0.4365234375","0.01953125","0.01953125","0.01953125","0.01263427734375","0.01263427734375","0.01263427734375"
"169","0.110107421875","0.110107421875","0.110107421875","0.14227294921875","0.14227294921875","0.14227294921875","0.27947998046875","0.27947998046875","0.27947998046875","0.26971435546875","0.26971435546875","0.26971435546875","0.5379638671875","0.5379638671875","0.5379638671875","0.3739013671875","0.3739013671875","0.3739013671875","0.4420166015625","0.4420166015625","0.4420166015625","0.0224609375","0.0224609375","0.0224609375","0.01910400390625","0.01910400390625","0.01910400390625"
"170","0.10205078125","0.10205078125","0.10205078125","0.1240234375","0.1240234375","0.1240234375","0.25909423828125","0.25909423828125","0.25909423828125","0.24163818359375","0.24163818359375","0.24163818359375","0.5325927734375","0.5325927734375","0.5325927734375","0.354736328125","0.354736328125","0.354736328125","0.42803955078125","0.42803955078125","0.42803955078125","0.02734375","0.02734375","0.02734375","0.018798828125","0.018798828125","0.018798828125"
"171","0.1024169921875","0.1024169921875","0.1024169921875","0.13958740234375","0.13958740234375","0.13958740234375","0.2740478515625","0.2740478515625","0.2740478515625","0.2530517578125","0.2530517578125","0.2530517578125","0.51654052734375","0.51654052734375","0.51654052734375","0.35430908203125","0.35430908203125","0.35430908203125","0.4322509765625","0.4322509765625","0.4322509765625","0.02545166015625","0.02545166015625","0.02545166015625","0.01641845703125","0.01641845703125","0.01641845703125"
"172","0.12603759765625","0.12603759765625","0.12603759765625","0.1466064453125","0.1466064453125","0.1466064453125","0.26666259765625","0.26666259765625","0.26666259765625","0.2542724609375","0.2542724609375","0.2542724609375","0.49505615234375","0.49505615234375","0.49505615234375","0.3477783203125","0.3477783203125","0.3477783203125","0.409912109375","0.409912109375","0.409912109375","0.02459716796875","0.02459716796875","0.02459716796875","0.017822265625","0.017822265625","0.017822265625"
"173","0.111083984375","0.111083984375","0.111083984375","0.1358642578125","0.1358642578125","0.1358642578125","0.27362060546875","0.27362060546875","0.27362060546875","0.2637939453125","0.2637939453125","0.2637939453125","0.50994873046875","0.50994873046875","0.50994873046875","0.36328125","0.36328125","0.36328125","0.43310546875","0.43310546875","0.43310546875","0.025390625","0.025390625","0.025390625","0.018310546875","0.018310546875","0.018310546875"
"174","0.112060546875","0.112060546875","0.112060546875","0.13970947265625","0.13970947265625","0.13970947265625","0.26324462890625","0.26324462890625","0.26324462890625","0.247314453125","0.247314453125","0.247314453125","0.5081787109375","0.5081787109375","0.5081787109375","0.355224609375","0.355224609375","0.355224609375","0.43438720703125","0.43438720703125","0.43438720703125","0.0252685546875","0.0252685546875","0.0252685546875","0.01678466796875","0.01678466796875","0.01678466796875"
"175","0.09954833984375","0.09954833984375","0.09954833984375","0.13092041015625","0.13092041015625","0.13092041015625","0.24853515625","0.24853515625","0.24853515625","0.23590087890625","0.23590087890625","0.23590087890625","0.4847412109375","0.4847412109375","0.4847412109375","0.3336181640625","0.3336181640625","0.3336181640625","0.39971923828125","0.39971923828125","0.39971923828125","0.024169921875","0.024169921875","0.024169921875","0.0155029296875","0.0155029296875","0.0155029296875"
"176","0.09423828125","0.09423828125","0.09423828125","0.13067626953125","0.13067626953125","0.13067626953125","0.2449951171875","0.2449951171875","0.2449951171875","0.2386474609375","0.2386474609375","0.2386474609375","0.51434326171875","0.51434326171875","0.51434326171875","0.3468017578125","0.3468017578125","0.3468017578125","0.41790771484375","0.41790771484375","0.41790771484375","0.01849365234375","0.01849365234375","0.01849365234375","0.0147705078125","0.0147705078125","0.0147705078125"
"177","0.113037109375","0.113037109375","0.113037109375","0.154296875","0.154296875","0.154296875","0.2779541015625","0.2779541015625","0.2779541015625","0.2547607421875","0.2547607421875","0.2547607421875","0.50970458984375","0.50970458984375","0.50970458984375","0.36090087890625","0.36090087890625","0.36090087890625","0.4339599609375","0.4339599609375","0.4339599609375","0.0242919921875","0.0242919921875","0.0242919921875","0.01788330078125","0.01788330078125","0.01788330078125"
"178","0.09857177734375","0.09857177734375","0.09857177734375","0.12432861328125","0.12432861328125","0.12432861328125","0.26611328125","0.26611328125","0.26611328125","0.24395751953125","0.24395751953125","0.24395751953125","0.52215576171875","0.52215576171875","0.52215576171875","0.3677978515625","0.3677978515625","0.3677978515625","0.44915771484375","0.44915771484375","0.44915771484375","0.0244140625","0.0244140625","0.0244140625","0.01654052734375","0.01654052734375","0.01654052734375"
"179","0.10345458984375","0.10345458984375","0.10345458984375","0.1290283203125","0.1290283203125","0.1290283203125","0.26226806640625","0.26226806640625","0.26226806640625","0.2451171875","0.2451171875","0.2451171875","0.52392578125","0.52392578125","0.52392578125","0.35919189453125","0.35919189453125","0.35919189453125","0.43865966796875","0.43865966796875","0.43865966796875","0.02490234375","0.02490234375","0.02490234375","0.01544189453125","0.01544189453125","0.01544189453125"
"180","0.08465576171875","0.08465576171875","0.08465576171875","0.11492919921875","0.11492919921875","0.11492919921875","0.21905517578125","0.21905517578125","0.21905517578125","0.20904541015625","0.20904541015625","0.20904541015625","0.47119140625","0.47119140625","0.47119140625","0.32379150390625","0.32379150390625","0.32379150390625","0.38299560546875","0.38299560546875","0.38299560546875","0.02557373046875","0.02557373046875","0.02557373046875","0.0201416015625","0.0201416015625","0.0201416015625"
"181","0.1038818359375","0.1038818359375","0.1038818359375","0.12744140625","0.12744140625","0.12744140625","0.25811767578125","0.25811767578125","0.25811767578125","0.24749755859375","0.24749755859375","0.24749755859375","0.51373291015625","0.51373291015625","0.51373291015625","0.36517333984375","0.36517333984375","0.36517333984375","0.43341064453125","0.43341064453125","0.43341064453125","0.02691650390625","0.02691650390625","0.02691650390625","0.01611328125","0.01611328125","0.01611328125"
"182","0.10205078125","0.10205078125","0.10205078125","0.13873291015625","0.13873291015625","0.13873291015625","0.28973388671875","0.28973388671875","0.28973388671875","0.26739501953125","0.26739501953125","0.26739501953125","0.54156494140625","0.54156494140625","0.54156494140625","0.365478515625","0.365478515625","0.365478515625","0.443115234375","0.443115234375","0.443115234375","0.02447509765625","0.02447509765625","0.02447509765625","0.01666259765625","0.01666259765625","0.01666259765625"
"183","0.118408203125","0.118408203125","0.118408203125","0.156982421875","0.156982421875","0.156982421875","0.28125","0.28125","0.28125","0.27679443359375","0.27679443359375","0.27679443359375","0.53631591796875","0.53631591796875","0.53631591796875","0.3746337890625","0.3746337890625","0.3746337890625","0.44439697265625","0.44439697265625","0.44439697265625","0.025146484375","0.025146484375","0.025146484375","0.01812744140625","0.01812744140625","0.01812744140625"
"184","0.08514404296875","0.08514404296875","0.08514404296875","0.11572265625","0.11572265625","0.11572265625","0.22625732421875","0.22625732421875","0.22625732421875","0.2218017578125","0.2218017578125","0.2218017578125","0.4832763671875","0.4832763671875","0.4832763671875","0.3199462890625","0.3199462890625","0.3199462890625","0.39215087890625","0.39215087890625","0.39215087890625","0.02459716796875","0.02459716796875","0.02459716796875","0.0157470703125","0.0157470703125","0.0157470703125"
"185","0.1201171875","0.1201171875","0.1201171875","0.14666748046875","0.14666748046875","0.14666748046875","0.28704833984375","0.28704833984375","0.28704833984375","0.27423095703125","0.27423095703125","0.27423095703125","0.54241943359375","0.54241943359375","0.54241943359375","0.37603759765625","0.37603759765625","0.37603759765625","0.4508056640625","0.4508056640625","0.4508056640625","0.0301513671875","0.0301513671875","0.0301513671875","0.01910400390625","0.01910400390625","0.01910400390625"
"186","0.11822509765625","0.11822509765625","0.11822509765625","0.1370849609375","0.1370849609375","0.1370849609375","0.2650146484375","0.2650146484375","0.2650146484375","0.25360107421875","0.25360107421875","0.25360107421875","0.5244140625","0.5244140625","0.5244140625","0.37774658203125","0.37774658203125","0.37774658203125","0.4339599609375","0.4339599609375","0.4339599609375","0.0264892578125","0.0264892578125","0.0264892578125","0.01788330078125","0.01788330078125","0.01788330078125"
"187","0.09381103515625","0.09381103515625","0.09381103515625","0.11346435546875","0.11346435546875","0.11346435546875","0.22454833984375","0.22454833984375","0.22454833984375","0.208984375","0.208984375","0.208984375","0.49017333984375","0.49017333984375","0.49017333984375","0.32171630859375","0.32171630859375","0.32171630859375","0.38214111328125","0.38214111328125","0.38214111328125","0.030029296875","0.030029296875","0.030029296875","0.02130126953125","0.02130126953125","0.02130126953125"
"188","0.107421875","0.107421875","0.107421875","0.1375732421875","0.1375732421875","0.1375732421875","0.27386474609375","0.27386474609375","0.27386474609375","0.2646484375","0.2646484375","0.2646484375","0.5400390625","0.5400390625","0.5400390625","0.37164306640625","0.37164306640625","0.37164306640625","0.45458984375","0.45458984375","0.45458984375","0.0330810546875","0.0330810546875","0.0330810546875","0.01641845703125","0.01641845703125","0.01641845703125"
"189","0.11627197265625","0.11627197265625","0.11627197265625","0.1453857421875","0.1453857421875","0.1453857421875","0.27667236328125","0.27667236328125","0.27667236328125","0.255859375","0.255859375","0.255859375","0.5255126953125","0.5255126953125","0.5255126953125","0.37115478515625","0.37115478515625","0.37115478515625","0.437744140625","0.437744140625","0.437744140625","0.0252685546875","0.0252685546875","0.0252685546875","0.01678466796875","0.01678466796875","0.01678466796875"
"190","0.12384033203125","0.12384033203125","0.12384033203125","0.1610107421875","0.1610107421875","0.1610107421875","0.296630859375","0.296630859375","0.296630859375","0.2847900390625","0.2847900390625","0.2847900390625","0.55352783203125","0.55352783203125","0.55352783203125","0.39935302734375","0.39935302734375","0.39935302734375","0.45867919921875","0.45867919921875","0.45867919921875","0.0281982421875","0.0281982421875","0.0281982421875","0.01239013671875","0.01239013671875","0.01239013671875"
"191","0.10546875","0.10546875","0.10546875","0.14141845703125","0.14141845703125","0.14141845703125","0.266357421875","0.266357421875","0.266357421875","0.25201416015625","0.25201416015625","0.25201416015625","0.53851318359375","0.53851318359375","0.53851318359375","0.373046875","0.373046875","0.373046875","0.44671630859375","0.44671630859375","0.44671630859375","0.03082275390625","0.03082275390625","0.03082275390625","0.02056884765625","0.02056884765625","0.02056884765625"
"192","0.13677978515625","0.13677978515625","0.13677978515625","0.16876220703125","0.16876220703125","0.16876220703125","0.2928466796875","0.2928466796875","0.2928466796875","0.2799072265625","0.2799072265625","0.2799072265625","0.53778076171875","0.53778076171875","0.53778076171875","0.39349365234375","0.39349365234375","0.39349365234375","0.4552001953125","0.4552001953125","0.4552001953125","0.0360107421875","0.0360107421875","0.0360107421875","0.0224609375","0.0224609375","0.0224609375"
"193","0.1202392578125","0.1202392578125","0.1202392578125","0.14776611328125","0.14776611328125","0.14776611328125","0.2801513671875","0.2801513671875","0.2801513671875","0.2686767578125","0.2686767578125","0.2686767578125","0.529052734375","0.529052734375","0.529052734375","0.37701416015625","0.37701416015625","0.37701416015625","0.43572998046875","0.43572998046875","0.43572998046875","0.031005859375","0.031005859375","0.031005859375","0.0145263671875","0.0145263671875","0.0145263671875"
"194","0.10919189453125","0.10919189453125","0.10919189453125","0.14447021484375","0.14447021484375","0.14447021484375","0.26708984375","0.26708984375","0.26708984375","0.24853515625","0.24853515625","0.24853515625","0.5057373046875","0.5057373046875","0.5057373046875","0.36492919921875","0.36492919921875","0.36492919921875","0.4224853515625","0.4224853515625","0.4224853515625","0.027587890625","0.027587890625","0.027587890625","0.014404296875","0.014404296875","0.014404296875"
"195","0.10308837890625","0.10308837890625","0.10308837890625","0.14031982421875","0.14031982421875","0.14031982421875","0.278076171875","0.278076171875","0.278076171875","0.24859619140625","0.24859619140625","0.24859619140625","0.5286865234375","0.5286865234375","0.5286865234375","0.3751220703125","0.3751220703125","0.3751220703125","0.44342041015625","0.44342041015625","0.44342041015625","0.024169921875","0.024169921875","0.024169921875","0.013916015625","0.013916015625","0.013916015625"
"196","0.11865234375","0.11865234375","0.11865234375","0.146484375","0.146484375","0.146484375","0.287841796875","0.287841796875","0.287841796875","0.265380859375","0.265380859375","0.265380859375","0.54034423828125","0.54034423828125","0.54034423828125","0.37896728515625","0.37896728515625","0.37896728515625","0.44744873046875","0.44744873046875","0.44744873046875","0.0301513671875","0.0301513671875","0.0301513671875","0.0185546875","0.0185546875","0.0185546875"
"197","0.10821533203125","0.10821533203125","0.10821533203125","0.13983154296875","0.13983154296875","0.13983154296875","0.26507568359375","0.26507568359375","0.26507568359375","0.24835205078125","0.24835205078125","0.24835205078125","0.540283203125","0.540283203125","0.540283203125","0.37152099609375","0.37152099609375","0.37152099609375","0.43798828125","0.43798828125","0.43798828125","0.03009033203125","0.03009033203125","0.03009033203125","0.0169677734375","0.0169677734375","0.0169677734375"
"198","0.1209716796875","0.1209716796875","0.1209716796875","0.1427001953125","0.1427001953125","0.1427001953125","0.286865234375","0.286865234375","0.286865234375","0.2698974609375","0.2698974609375","0.2698974609375","0.55450439453125","0.55450439453125","0.55450439453125","0.39495849609375","0.39495849609375","0.39495849609375","0.4520263671875","0.4520263671875","0.4520263671875","0.03094482421875","0.03094482421875","0.03094482421875","0.01763916015625","0.01763916015625","0.01763916015625"
"199","0.1126708984375","0.1126708984375","0.1126708984375","0.14453125","0.14453125","0.14453125","0.26873779296875","0.26873779296875","0.26873779296875","0.257080078125","0.257080078125","0.257080078125","0.51446533203125","0.51446533203125","0.51446533203125","0.3631591796875","0.3631591796875","0.3631591796875","0.41973876953125","0.41973876953125","0.41973876953125","0.02655029296875","0.02655029296875","0.02655029296875","0.01739501953125","0.01739501953125","0.01739501953125"
"200","0.10791015625","0.10791015625","0.10791015625","0.14447021484375","0.14447021484375","0.14447021484375","0.2706298828125","0.2706298828125","0.2706298828125","0.25115966796875","0.25115966796875","0.25115966796875","0.5311279296875","0.5311279296875","0.5311279296875","0.36688232421875","0.36688232421875","0.36688232421875","0.4276123046875","0.4276123046875","0.4276123046875","0.0274658203125","0.0274658203125","0.0274658203125","0.01519775390625","0.01519775390625","0.01519775390625"
"201","0.1151123046875","0.1151123046875","0.1151123046875","0.14117431640625","0.14117431640625","0.14117431640625","0.26641845703125","0.26641845703125","0.26641845703125","0.255126953125","0.255126953125","0.255126953125","0.52587890625","0.52587890625","0.52587890625","0.37677001953125","0.37677001953125","0.37677001953125","0.4298095703125","0.4298095703125","0.4298095703125","0.02581787109375","0.02581787109375","0.02581787109375","0.017333984375","0.017333984375","0.017333984375"
"202","0.11297607421875","0.11297607421875","0.11297607421875","0.142578125","0.142578125","0.142578125","0.27001953125","0.27001953125","0.27001953125","0.25921630859375","0.25921630859375","0.25921630859375","0.52850341796875","0.52850341796875","0.52850341796875","0.3707275390625","0.3707275390625","0.3707275390625","0.443603515625","0.443603515625","0.443603515625","0.029541015625","0.029541015625","0.029541015625","0.01373291015625","0.01373291015625","0.01373291015625"
"203","0.10919189453125","0.10919189453125","0.10919189453125","0.14129638671875","0.14129638671875","0.14129638671875","0.27691650390625","0.27691650390625","0.27691650390625","0.2578125","0.2578125","0.2578125","0.53668212890625","0.53668212890625","0.53668212890625","0.37127685546875","0.37127685546875","0.37127685546875","0.43603515625","0.43603515625","0.43603515625","0.0308837890625","0.0308837890625","0.0308837890625","0.018798828125","0.018798828125","0.018798828125"
"204","0.125244140625","0.125244140625","0.125244140625","0.16961669921875","0.16961669921875","0.16961669921875","0.31842041015625","0.31842041015625","0.31842041015625","0.29998779296875","0.29998779296875","0.29998779296875","0.5880126953125","0.5880126953125","0.5880126953125","0.41961669921875","0.41961669921875","0.41961669921875","0.494873046875","0.494873046875","0.494873046875","0.03558349609375","0.03558349609375","0.03558349609375","0.02069091796875","0.02069091796875","0.02069091796875"
"205","0.12432861328125","0.12432861328125","0.12432861328125","0.15924072265625","0.15924072265625","0.15924072265625","0.2867431640625","0.2867431640625","0.2867431640625","0.2760009765625","0.2760009765625","0.2760009765625","0.5296630859375","0.5296630859375","0.5296630859375","0.37939453125","0.37939453125","0.37939453125","0.44122314453125","0.44122314453125","0.44122314453125","0.031982421875","0.031982421875","0.031982421875","0.0130615234375","0.0130615234375","0.0130615234375"
"206","0.12872314453125","0.12872314453125","0.12872314453125","0.15545654296875","0.15545654296875","0.15545654296875","0.2869873046875","0.2869873046875","0.2869873046875","0.2681884765625","0.2681884765625","0.2681884765625","0.5218505859375","0.5218505859375","0.5218505859375","0.3768310546875","0.3768310546875","0.3768310546875","0.43927001953125","0.43927001953125","0.43927001953125","0.0294189453125","0.0294189453125","0.0294189453125","0.01348876953125","0.01348876953125","0.01348876953125"
"207","0.13470458984375","0.13470458984375","0.13470458984375","0.16796875","0.16796875","0.16796875","0.29278564453125","0.29278564453125","0.29278564453125","0.27606201171875","0.27606201171875","0.27606201171875","0.53875732421875","0.53875732421875","0.53875732421875","0.385498046875","0.385498046875","0.385498046875","0.45684814453125","0.45684814453125","0.45684814453125","0.03485107421875","0.03485107421875","0.03485107421875","0.0206298828125","0.0206298828125","0.0206298828125"
"208","0.10565185546875","0.10565185546875","0.10565185546875","0.14715576171875","0.14715576171875","0.14715576171875","0.2823486328125","0.2823486328125","0.2823486328125","0.26055908203125","0.26055908203125","0.26055908203125","0.539794921875","0.539794921875","0.539794921875","0.37542724609375","0.37542724609375","0.37542724609375","0.4501953125","0.4501953125","0.4501953125","0.02850341796875","0.02850341796875","0.02850341796875","0.01373291015625","0.01373291015625","0.01373291015625"
"209","0.11846923828125","0.11846923828125","0.11846923828125","0.16668701171875","0.16668701171875","0.16668701171875","0.298095703125","0.298095703125","0.298095703125","0.2738037109375","0.2738037109375","0.2738037109375","0.5577392578125","0.5577392578125","0.5577392578125","0.40313720703125","0.40313720703125","0.40313720703125","0.461669921875","0.461669921875","0.461669921875","0.03179931640625","0.03179931640625","0.03179931640625","0.01629638671875","0.01629638671875","0.01629638671875"
"210","0.10015869140625","0.10015869140625","0.10015869140625","0.12762451171875","0.12762451171875","0.12762451171875","0.26507568359375","0.26507568359375","0.26507568359375","0.2425537109375","0.2425537109375","0.2425537109375","0.53643798828125","0.53643798828125","0.53643798828125","0.365234375","0.365234375","0.365234375","0.437255859375","0.437255859375","0.437255859375","0.03045654296875","0.03045654296875","0.03045654296875","0.014892578125","0.014892578125","0.014892578125"
"211","0.12261962890625","0.12261962890625","0.12261962890625","0.157958984375","0.157958984375","0.157958984375","0.29443359375","0.29443359375","0.29443359375","0.26568603515625","0.26568603515625","0.26568603515625","0.5345458984375","0.5345458984375","0.5345458984375","0.394775390625","0.394775390625","0.394775390625","0.45751953125","0.45751953125","0.45751953125","0.0316162109375","0.0316162109375","0.0316162109375","0.0157470703125","0.0157470703125","0.0157470703125"
"212","0.10223388671875","0.10223388671875","0.10223388671875","0.1348876953125","0.1348876953125","0.1348876953125","0.256591796875","0.256591796875","0.256591796875","0.2413330078125","0.2413330078125","0.2413330078125","0.52911376953125","0.52911376953125","0.52911376953125","0.362548828125","0.362548828125","0.362548828125","0.43218994140625","0.43218994140625","0.43218994140625","0.0234375","0.0234375","0.0234375","0.01348876953125","0.01348876953125","0.01348876953125"
"213","0.104248046875","0.104248046875","0.104248046875","0.13079833984375","0.13079833984375","0.13079833984375","0.2576904296875","0.2576904296875","0.2576904296875","0.23968505859375","0.23968505859375","0.23968505859375","0.5194091796875","0.5194091796875","0.5194091796875","0.3538818359375","0.3538818359375","0.3538818359375","0.421875","0.421875","0.421875","0.034423828125","0.034423828125","0.034423828125","0.01788330078125","0.01788330078125","0.01788330078125"
"214","0.13092041015625","0.13092041015625","0.13092041015625","0.17034912109375","0.17034912109375","0.17034912109375","0.293212890625","0.293212890625","0.293212890625","0.28009033203125","0.28009033203125","0.28009033203125","0.54522705078125","0.54522705078125","0.54522705078125","0.39215087890625","0.39215087890625","0.39215087890625","0.4622802734375","0.4622802734375","0.4622802734375","0.034912109375","0.034912109375","0.034912109375","0.01861572265625","0.01861572265625","0.01861572265625"
"215","0.12017822265625","0.12017822265625","0.12017822265625","0.1455078125","0.1455078125","0.1455078125","0.2706298828125","0.2706298828125","0.2706298828125","0.25164794921875","0.25164794921875","0.25164794921875","0.5286865234375","0.5286865234375","0.5286865234375","0.36383056640625","0.36383056640625","0.36383056640625","0.44317626953125","0.44317626953125","0.44317626953125","0.031005859375","0.031005859375","0.031005859375","0.015625","0.015625","0.015625"
"216","0.11712646484375","0.11712646484375","0.11712646484375","0.1578369140625","0.1578369140625","0.1578369140625","0.27740478515625","0.27740478515625","0.27740478515625","0.25750732421875","0.25750732421875","0.25750732421875","0.530029296875","0.530029296875","0.530029296875","0.37139892578125","0.37139892578125","0.37139892578125","0.43902587890625","0.43902587890625","0.43902587890625","0.02880859375","0.02880859375","0.02880859375","0.01324462890625","0.01324462890625","0.01324462890625"
"217","0.125732421875","0.125732421875","0.125732421875","0.158935546875","0.158935546875","0.158935546875","0.31121826171875","0.31121826171875","0.31121826171875","0.27630615234375","0.27630615234375","0.27630615234375","0.56884765625","0.56884765625","0.56884765625","0.4150390625","0.4150390625","0.4150390625","0.48919677734375","0.48919677734375","0.48919677734375","0.031494140625","0.031494140625","0.031494140625","0.01611328125","0.01611328125","0.01611328125"
"218","0.13836669921875","0.13836669921875","0.13836669921875","0.171875","0.171875","0.171875","0.322998046875","0.322998046875","0.322998046875","0.29840087890625","0.29840087890625","0.29840087890625","0.5765380859375","0.5765380859375","0.5765380859375","0.4227294921875","0.4227294921875","0.4227294921875","0.48895263671875","0.48895263671875","0.48895263671875","0.03173828125","0.03173828125","0.03173828125","0.01611328125","0.01611328125","0.01611328125"
"219","0.1258544921875","0.1258544921875","0.1258544921875","0.15814208984375","0.15814208984375","0.15814208984375","0.2838134765625","0.2838134765625","0.2838134765625","0.26483154296875","0.26483154296875","0.26483154296875","0.53338623046875","0.53338623046875","0.53338623046875","0.36627197265625","0.36627197265625","0.36627197265625","0.4483642578125","0.4483642578125","0.4483642578125","0.0372314453125","0.0372314453125","0.0372314453125","0.0142822265625","0.0142822265625","0.0142822265625"
"220","0.127685546875","0.127685546875","0.127685546875","0.17864990234375","0.17864990234375","0.17864990234375","0.2952880859375","0.2952880859375","0.2952880859375","0.27947998046875","0.27947998046875","0.27947998046875","0.57281494140625","0.57281494140625","0.57281494140625","0.3997802734375","0.3997802734375","0.3997802734375","0.46820068359375","0.46820068359375","0.46820068359375","0.032958984375","0.032958984375","0.032958984375","0.01397705078125","0.01397705078125","0.01397705078125"
